Description,Barangay,City,Province,Price_PHP,Bedrooms,Bath,Floor_area_sqm,Land_area_sqm
"1-Bedroom Unit (57D) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,26072000,1,1,76,
"2-Bedroom Unit (10O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,31864000,2,2,104,
"1-Bedroom Unit (14A) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,21810000,1,1,65,
"Studio Unit (43N) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12261000,1,1,41,
"Studio Unit (34L) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12146000,1,1,40,
"Studio Unit (30L) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,11777000,1,1,39,
"Studio Unit (28L) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,11853000,1,1,39,
"Studio Unit (49N) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12364000,1,1,41,
"1-Bedroom Unit (35M) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,22805000,1,1,70,
"1-Bedroom Unit (25P) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,22868000,1,1,67,
"1-Bedroom Unit (29D) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,20712000,1,1,65,
"1-Bedroom Unit (36P) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,22561000,1,1,65,
"Studio Unit (42I) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,10359000,1,1,33,
"Corner 1-Bedroom Unit for Sale in Amisa Private Residences - Tower D, Lapu-Lapu City,...",Mactan,Lapu-Lapu,Cebu,9033375,1,1,42,
"Big 1-Bedroom Unit for Sale in Amisa Private Residences - Tower D, Lapu-Lapu City, Ce...",Mactan,Lapu-Lapu,Cebu,10733775,1,1,50,
"3-Bedroom Condo Unit for Sale at Camella Manors - Northpoint in Bajada, Davao City",Barangay 19-B,Davao,Davao Del Sur,10239286,3,1,57,
"4-Bedroom House for Sale at Camella Quezon in Brgy. Isabang, Tayabas City, Quezon | D...",Isabang,Tayabas,Quezon,8011000,4,,85,199
"5-Bedroom House for Sale at Camella Quezon in Brgy. Isabang, Tayabas City, Quezon | G...",Isabang,Tayabas,Quezon,11553000,5,,166,251
"2-Bedroom House for Sale at Camella Balanga Heights in Balanga City, Bataan | Crisell...",Cupang Proper,Balanga,Bataan,2958000,2,,40,63
"2-Bedroom House for Sale at Camella Balanga Heights in Balanga City, Bataan | Arielle...",Cupang Proper,Balanga,Bataan,2936000,2,,36,63
"5-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Freya...",Sapang Palay,San Jose del Monte,Bulacan,8407000,5,,142,143
"2-Bedroom Condo Unit (6H) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,16806000,2,2,84,
"2-Bedroom Unit (N56B) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17641900,2,2,74,
"The Glaston Tower - Office Unit, Prime Unit (30N) for Sale in Ortigas East, Pasig Cit...",Ugong,Pasig,Metro Manila,28344000,,,101,
"Studio Condo Unit (22E) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,8034705,1,1,33,
"2-Bedroom Condo (Unit J) for Sale in Suntrust Shanata, Novaliches Quezon City",Novaliches,Quezon City,Metro Manila,6363100,2,1,35,
"3BR Suite Condo Unit for Sale in Lucima, Cebu Business Park, Cebu City | Pre-selling",Hippodromo,Cebu,Cebu,22176571,3,3,128,
"2-Storey 3BR House and Lot (Wharton Model) for Sale in Washington Place, Dasmarinas, ...",Sampaloc II,Dasmarinas,Cavite,5692980,3,,73,140
"1-Bedroom Unit (S05J) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,9833600,1,1,46,
"Bi-level Condo Unit for Sale in AMA Tower Residences, Wack-Wack Mandaluyong |32K",Wack-Wack Greenhills,Mandaluyong,Metro Manila,14488740,1,1,57,
"2-Storey Townhouse Outer Crescent Mid Unit for Sale in Pristina North Residences, Tal...",Talamban,Cebu,Cebu,15800000,3,,160,120
"RFO 3-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 317-A",Cupang,Muntinlupa,Metro Manila,8824800,3,2,76,
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 327-G",Cupang,Muntinlupa,Metro Manila,4668600,2,1,58,
"Pre-Selling Studio Unit in SYNC - S Tower, Pasig, Metro Manila",Bagong Ilog,Pasig,Metro Manila,3900000,1,1,22,
"Tagaytay Leisure Suites - 2 Bedroom Condo Unit for Sale in Tagaytay City, Cavite",Maitim 2nd West,Tagaytay,Cavite,7900000,2,2,88,
"Suntrust Shanata, 2-Bedroom (Unit A) for Sale in Novaliches, Quezon City",Novaliches,Quezon City,Metro Manila,6363100,2,1,35,
"Studio Condo Unit for Sale at Camella Manors Bacolod in Mandalagan, Bacolod City | RF...",Mandalagan,Bacolod,Negros Occidental,5187000,1,1,30,
"The Levels Burbank Tower, 1-Bedroom Flexible (36.5 sqm) for Sale in Alabang (for as l...",Alabang,Muntinlupa,Metro Manila,,1,1,36,
"The Glaston Tower - Office Unit, Prime Unit (27N) for Sale in Ortigas East Pasig",Ugong,Pasig,Metro Manila,28096000,,,101,
"1BR Condo Unit (39sqm)  for Sale in Tivoli Condo, Talamban, Cebu City",Talamban,Cebu,Cebu,2926950,1,1,39,
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 215-E",Cupang,Muntinlupa,Metro Manila,2515625,1,1,30,
"1-Bedroom Unit (2118) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15492000,1,,53,
For Sale Studio Unit at Circulo Verde in Bagumbayan Quezon City,Eastwood City,Quezon City,Metro Manila,3800000,1,1,30,
"The Levels Burbank Tower, 2-Bedroom Unit (53 sqm) for Sale in Alabang (for as low as ...",Alabang,Muntinlupa,Metro Manila,,2,2,53,
"Studio Unit for Sale in 88 Gibraltar - Gibraltar, Baguio",Gibraltar,Baguio,Benguet,3300000,1,1,33,
"Gardenia 4-Bedroom Single Detached House for Sale in Primavera Homes Phase 2, Tanauan...",Darasa,Tanauan,Batangas,3775000,4,,80,120
"Studio Unit for Sale in Suntrust Amadea Tower 1, Quezon City, 2.96M",Paligsahan,Quezon City,Metro Manila,2963760,1,1,24,
"2-Bedroom Garden Unit Beach Condo in Seafront Residences (Seafront Villas), San Juan,...",Calubcub II,San Juan,Batangas,10000000,2,3,54,
"2-Bedroom Elegant and Affordable House and Lot for Sale in Dona Rufina, Bagakay, Ozam...",Bagakay,Ozamiz,Misamis Occidental,850000,2,,35,50
"RFO Studio Unit for Sale in Axis Residences B, Mandaluyong City, 5.2M",Barangka Ilaya,Mandaluyong,Metro Manila,5200000,1,1,,
Pioneer Pointe Commercial Unit (24 sqm) for Sale in Mandaluyong (Move-in for as low a...,Highway Hills,Mandaluyong,Metro Manila,,,,24,
"The Mist Residences - 2-Bedroom Unit for Sale in Bakakeng Central, Baguio City",Bakakeng Central,Baguio,Benguet,4600000,2,1,35,
"2BR Suite Condo Unit for Sale in Lucima, Cebu Business Park, Cebu City | Pre-selling",Hippodromo,Cebu,Cebu,17776242,2,2,108,
Studio Unit for Sale in AMA Tower Residences Wack-Wack Greenhills Mandaluyong|5W,Wack-Wack Greenhills,Mandaluyong,Metro Manila,6423156,1,1,27,
"RFO Semi-Furnished 2BR Unit for Sale in Acqua Private Residences, Mandaluyong",Hulo,Mandaluyong,Metro Manila,7500000,2,1,53,
"Pre-Selling 1-Bedroom Unit in Acacia Escalades A, Pasig City, 4.7M",Manggahan,Pasig,Metro Manila,4700000,1,1,,
Pioneer Pointe 2BR Bi-Level Fully Furnished Unit (69 sqm) in Mandaluyong (Move-in for...,Highway Hills,Mandaluyong,Metro Manila,,2,2,69,
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 227-N",Cupang,Muntinlupa,Metro Manila,2515625,1,1,30,
"Pre-Selling 2-Bedroom Unit in Acacia Escalades A, Pasig City, 6M",Manggahan,Pasig,Metro Manila,6000000,2,,,
"2-Bedroom Unit for Sale in Metrotowne, Las Pinas City",Talon Uno,Las Pinas,Metro Manila,6500000,2,1,48,
"Suntrust Solana, 2-Bedroom Unit for Sale in Ermita, Manila",Ermita,Manila,Metro Manila,4900000,2,1,39,
"1BR Condo Unit for Sale in Legacy Leisure Residences, Ma-a, Davao City | 32.75 sqm",Ma-A,Davao,Davao Del Sur,3702460,1,1,32,
"Residential Unit (111-04) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
Pre-Selling Studio Unit in Moldex Residences Baguio - Groden Building,Bakakeng Central,Baguio,Benguet,3500000,1,1,22,
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 216-F",Cupang,Muntinlupa,Metro Manila,2515625,1,1,30,
"3-Bedroom Unit (112 sqm) for Sale in The Signature, Balintawak Quezon City",Pag-Ibig Sa Nayon,Quezon City,Metro Manila,14600000,3,2,112,
"2-Bedroom Unit (70.6 sqm) for Sale in La Vida Tower A, Pasay City",F.B Harisson,Pasay,Metro Manila,10281600,2,2,70,
"1-Bedroom Condo Unit for Sale at Legacy Leisure Residences in Ma-a, Davao City | 32.7...",Ma-A,Davao,Davao Del Sur,3702460,1,1,32,
"Cityland One Premier, 2-Bedroom Unit for Sale in Las Pinas City",Almanza Uno,Las Pinas,Metro Manila,5526622,2,2,58,
"Pre-Selling 1-Bedroom Unit (32 sqm) in Sierra Valley Gardens 1, Cainta, Rizal",San Juan,Cainta,Rizal,5200000,1,1,32,
"Studio Condo Unit for Sale at Camella Manors Bacolod in Mandalagan, Bacolod City | Pr...",Mandalagan,Bacolod,Negros Occidental,3678000,1,1,23,
"For Sale: Studio Unit in Metrotowne, Las Pinas City",Talon Uno,Las Pinas,Metro Manila,2600000,1,1,22,
"2-Bedroom Condo Unit for Sale in Terraces at Jubilation, Platero, New Binan, Laguna",Platero,Binan,Laguna,4200000,2,1,40,
Pioneer Pointe 2BR Bi-Level Unit (69 sqm) for Sale in Mandaluyong (Move-in for as low...,Highway Hills,Mandaluyong,Metro Manila,,2,2,69,
"The Signature - 2-Bedroom Unit (83 sq. m.) in A. Bonifacio Quezon City. Php 95,000 mo...",Pag-Ibig Sa Nayon,Quezon City,Metro Manila,9600000,2,2,83,
"1BR Condo Unit (33sqm)  for Sale in Tivoli Condo, Talamban, Cebu City",Talamban,Cebu,Cebu,3110000,1,1,33,
2 Storeys Commercial Lot and Building for Sale,San Nicolas,San Fernando,Pampanga,68160000,,,1136,
"Pre-Selling 2BR Unit (54.06 sqm) in Acacia Escalades A, Pasig City",Manggahan,Pasig,Metro Manila,5500000,2,1,54,
The Sapphire Bloc Ortigas I 1 Bedroom for sale I for as low as 17k php / month,Ortigas CBD,Pasig,Metro Manila,8876973,1,1,37,
"Leia Two Storey Duplex for Sale in Sentosa, Calamba Laguna",Punta,Calamba,Laguna,2925600,3,,60,80
"1-Bedroom Condo Unit for Sale in Terraces at Jubilation, Platero, New Binan, Laguna",Platero,Binan,Laguna,3000000,1,1,28,
Brentville International Community - Prominence II Townhomes under CCT in Laguna,Mampalasan,Binan,Laguna,18525000,3,2,195,
"For Sale 3-Bedroom Single Attached House and Lot at PTC Suncrest in Imus, Cavite",Carsadang Bago I,Imus,Cavite,5234791,3,,75,112
"Cityland 101 Xavierville, 1-Bedroom Deluxe for Sale in Quezon City",Loyola Heights,Quezon City,Metro Manila,3811333,1,1,41,
"1BR Condo Unit for Sale in Seville Residences at Circulo Verde, Bagumbayan, Quezon Ci...",Bagumbayan,Quezon City,Metro Manila,9353260,1,1,62,
"Offices at The Galleon - Prime Unit (27I) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,32200000,,,93,
"Cityland 101 Xavierville, 1-Bedroom Unit for Sale in Quezon City",Loyola Heights,Quezon City,Metro Manila,2131988,1,1,24,
"RFO Studio Unit (29.05 sqm) for Sale in Chimes Greenhills, San Juan City",Greenhills,San Juan,Batangas,6200000,1,1,29,
"2-Bedroom Unit for Sale in The Mist Residences, Bakakeng Central, Baguio City",Bakakeng Central,Baguio,Benguet,4600000,2,1,35,
"RFO 1-Bedroom Unit 4611 for Sale in Grand Riviera Suites, Roxas Boulevard Manila",Roxas Boulevard,Manila,Metro Manila,6963000,1,1,31,
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 217-G",Cupang,Muntinlupa,Metro Manila,3756900,1,1,40,
"1BR Suite Condo Unit for Sale in Lucima, Cebu Business Park, Cebu City | Pre-selling",Hippodromo,Cebu,Cebu,8929270,1,1,53,
"4-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Dani,...",Sapang Palay,San Jose del Monte,Bulacan,5969000,4,,83,99
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 313-C",Cupang,Muntinlupa,Metro Manila,5071500,2,1,54,
"For Sale: Single Attached-Complete House and Lot in North Orchard Residences, Sta. Ma...",Caysio,Santa Maria,Bulacan,4297800,3,,112,80
"3-Bedroom House and Lot (Luciana Model) for Sale in Suntrust Verona, Silang, Cavite",Lumil,Silang,Cavite,9434000,3,,174,176
"Commercial Lot in Tagkawayan, Quezon",,Tagkawayan,Quezon,87900000,,,,1050174
"RFO 2BR  Unit (69.79 sqm) for Sale in Chimes Greenhills, San Juan City",Greenhills,San Juan,Batangas,8800000,2,2,69,
"Cityland One Taft Residences, 2-Bedroom Unit for Sale in Malate, Manila",Malate,Manila,Metro Manila,6623819,2,2,56,
"Studio (3317) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8788000,1,,35,
"2BR Bi-Level Condo Unit for Sale in West Parc - Alder Building, Filinvest City, Alaba...",Alabang,Muntinlupa,Metro Manila,10000000,2,2,74,
"2-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 4",San Antonio,Davao,Davao Del Sur,10760000,2,2,76,
"3BR House and Lot (Mariella Standard) for Sale in Suntrust Verona, Silang, Cavite",Lumil,Silang,Cavite,4460000,3,,63,88
"Beach Lot for Sale in Seafront Residences, San Juan, Batangas - with Special Offer",Calubcub II,San Juan,Batangas,5700000,,,,295
"Cityland One Taft Residences, 1-Bedroom Unit for Sale in Malate, Manila",Malate,Manila,Metro Manila,3020930,1,1,29,
"Charlize Single Attached House for Sale in West Beverly Hills, Dasmarinas Cavite",Langkaan I,Dasmarinas,Cavite,4378246,3,,119,104
"Cityland Pioneer Heights 1, Studio Unit (18.82 sqm) for Sale in Mandaluyong City",Highway Hills,Mandaluyong,Metro Manila,1962165,1,1,18,
"RFO 2BR  Unit (69.79 sqm) for Sale in Chimes Greenhills, San Juan City",Greenhills,San Juan,Batangas,8800000,2,2,69,
"3-Bedroom Townhouse for Sale at Lancaster New City in Imus, Cavite -THEA Model",Alapan II-A,Imus,Cavite,2395000,3,,60,50
"Studio (3317) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8788000,1,,35,
"2BR Bi-Level Condo Unit for Sale in West Parc - Alder Building, Filinvest City, Alaba...",Alabang,Muntinlupa,Metro Manila,10000000,2,2,74,
"Cityland One Taft Residences, 2-Bedroom Unit for Sale in Malate, Manila",Malate,Manila,Metro Manila,6623819,2,2,56,
"2-Bedroom Condo Unit (7H) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,15982506,2,2,84,
"La Vida Tower B, 3-Bedroom Unit (120.15 sqm) for Sale in Pasay City",F.B Harisson,Pasay,Metro Manila,15803200,3,2,120,
"The Glaston Tower - Office Unit, Glass Suite (27A) for Sale in Ortigas East, Pasig Ci...",Ugong,Pasig,Metro Manila,39127000,,,141,
"Single Attached-Complete House and Lot for Sale in North Orchard Residences, Sta. Mar...",Caysio,Santa Maria,Bulacan,4297800,3,,112,80
Studio Unit for Sale in AMA Tower Residences Wack-Wack Greenhills Mandaluyong|5K,Wack-Wack Greenhills,Mandaluyong,Metro Manila,4746044,1,1,20,
5-Bedroom Single Detached House and Lot for Sale in Ajoya Pampanga (Mexico) - with Sp...,Eden,Mexico,Pampanga,5200000,5,,107,141
"4BR Single Detached House and Lot for Sale in The Villages at Lipa, Sierra Village, B...",Bugtong Na Pulo,Lipa,Batangas,6500000,4,,119,150
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 312-C",Cupang,Muntinlupa,Metro Manila,5071500,2,1,54,
"Cityland One Premier, 1-Bedroom Unit for Sale in Las Pinas City",Almanza Uno,Las Pinas,Metro Manila,2881668,1,1,28,
"2-Storey 3-Bedroom Townhome End Unit for Sale in Estanzia Enclave, Tanza, Cavite",Halayhay,Tanza,Cavite,3200000,3,,55,80
"3BR House and Lot for Sale in Las Brisas at Tierra del Sol, Tanza, Cavite",Tanauan,Tanza,Cavite,3587010,3,,112,72
"Pre-Selling 1-Bedroom Unit in SYNC - S Tower, Pasig, Metro Manila",Bagong Ilog,Pasig,Metro Manila,6100000,1,1,32,
"1.4 Hectares Lot For Sale in Agus, Lapu-lapu City, Cebu",Agus,Lapu-Lapu,Cebu,,,,,14562
"2 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City",Diliman,Quezon City,Metro Manila,10000000,2,2,68,
"Furnished 3BR Unit (70 sqm) for Sale in Tivoli Condo, Talamban, Cebu City",Talamban,Cebu,Cebu,7500000,3,2,70,
"2-Bedroom Unit (28H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42162000,2,2,114,
"House and Lot with 5 bedroom for Sale in Verona, Lumil, Silang-Amadea",Lumil,Silang,Cavite,9268000,5,,179,176
"Pre-Selling Studio Unit in SYNC - S Tower, Pasig, Metro Manila, 5.3M",Bagong Ilog,Pasig,Metro Manila,5300000,1,1,,
"4-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite -ADELLE M...",Pasong Camachile I,General Trias,Cavite,2671400,4,,70,60
"Cityland One Taft Residences - Studio Unit for Sale in Malate, Manila",Malate,Manila,Metro Manila,2226263,1,1,19,
"4BR House and Lot (Serena Model) for Sale in San Francisco Heights, Calamba, Laguna",Palo-Alto,Calamba,Laguna,5400000,4,,83,110
"2BR Duplex House and Lot (Aya Model) for Sale in Suntrust Sentosa, Calamba, Laguna",Punta,Calamba,Laguna,1817900,2,,52,80
"Catherine Single Attached House for Sale, West Beverly Hills, Dasmarinas, Cavite",Langkaan I,Dasmarinas,Cavite,4300000,3,,121,98
"Condominium with 2 bedroom for Sale in One Lakeshore Drive, San Antonio, Davao",San Antonio,Davao,Davao Del Sur,10760000,2,2,76,
"RFO 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa | Typical...",Cupang,Muntinlupa,Metro Manila,28564000,3,,237,124
"ROSE (Bare 2-Storey Inner Unit) - Marytown Place, Sta. Maria Bulacan, 1.16M",Bulac,Santa Maria,Bulacan,1160000,1,,46,36
"2-Bedroom Condo Unit for Sale at The Sofia Terraces in Quezon Hills, Baguio City",Quezon Hill Proper,Baguio,Benguet,5940000,2,1,45,
"Studio (4012) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8408000,1,,35,
"2-Storey 3-Bedroom Twinhome (Duplex) for Sale in Estanzia Enclave, Tanza, Cavite",Halayhay,Tanza,Cavite,3700000,3,,55,80
"1-Bedroom Unit (56H) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,24461000,1,1,70,
"House and Lot with 3 bedroom for Sale in Verona, Lumil, Silang-Fiorenza Standard",Lumil,Silang,Cavite,5941000,3,,112,120
"Residential Unit (110-11) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"Viridian in Greenhills, 2-Bedroom Unit (46H) for Sale in San Juan City",Greenhills,San Juan,Batangas,37060000,2,3,141,
"Studio Unit (31.5 sqm) for Sale in La Vida Tower A, Pasay City",F.B Harisson,Pasay,Metro Manila,4547200,1,1,31,
"2-Storey 4BR House and Lot (Elyza Model) for Sale in Governor's Hills, General Trias,...",Biclatan,General Trias,Cavite,8795130,4,,206,231
"Fully-finished 2-Bedroom Condo Unit for Sale in Terraces at Tradizo, Imus Cavite",Anabu II-A,Imus,Cavite,4200000,2,1,40,
1-Storey Single Attached House and Lot (ANANDA) for Sale in Amoa Compostela Cebu - wi...,Tamiao,Compostela,Cebu,4300000,2,,46,120
"Shanata Two Storey SD for Sale in Sentosa, Calamba Laguna",Punta,Calamba,Laguna,8557360,4,,171,176
"Residential Unit (107-04) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"RFO 4BR Unit for Sale in Green Valley Garden Villas, Baguio, Benguet",Santo Tomas Proper,Baguio,Benguet,8000000,4,3,95,
"Studio (3302) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8915000,1,,35,
"RFO 2BR  Unit (73.26 sqm) for Sale in Chimes Greenhills, San Juan City",Greenhills,San Juan,Batangas,13100000,2,2,73,
"2-Bedroom Unit (35H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42383000,2,2,114,
"Pre-Selling Studio Unit in Acacia Escalades A, Pasig City",Manggahan,Pasig,Metro Manila,3300000,1,1,,
For Sale Mandani 3 BR Condo with Sea View w Parking,Tipolo,Mandaue,Cebu,21000000,3,3,107,
"Magnolia 2-Bedroom Townhouse for Sale in Primavera Homes Phase 2, Tanauan, Batangas",Darasa,Tanauan,Batangas,1995000,2,,50,60
"RFO Studio Unit for Sale in Grand Riviera Suites, Roxas Boulevard, Manila",Roxas Boulevard,Manila,Metro Manila,4049000,1,1,19,
"2BR Triplex House (Katrina Townhomes) for Sale in Governor's Hills, General Trias, Ca...",Biclatan,General Trias,Cavite,2581630,2,,88,74
"1-Bedroom Unit (56.75 sqm) for Sale in La Vida Tower B, Pasay City",F.B Harisson,Pasay,Metro Manila,7324800,1,1,56,
"1BR Condo Unit w/ Balcony for Sale in AMA Tower Residences, Mandaluyong City |5N",Wack-Wack Greenhills,Mandaluyong,Metro Manila,8098491,1,1,34,
Metro Tagaytay - Lotus Twins 2BR Duplex Bungalow House and Lot for Sale in Montebello...,Kaytitinga III,Alfonso,Cavite,5400000,2,,72,
