Movie_ID,Title,Director,Writer,Main_Genres,Motion_Picture_Rating,Runtime_Minutes,Rating,Budget_InMillions,Gross_USCanada_InMillions,Gross_worldwide_InMillions,Total_Gross,Opening_Weekend_USCanada,Gross_Opening_Weekend_InMillions
599,A Creature Was Stirring,Damien LeVeck,Shannon Wells,Horror,R,,,,,,,,
600,Monsters of California,Tom DeLonge,"Ian Thomas Miller,Ian Miller,Tom DeLonge","Adventure,Sci-Fi",,110,4.7,,,,,,
601,Kill Shot,Ari Novak,"Ari Novak,Rib Hillis",Action,,93,4.8,,,0.001,0.001,,
602,The Engineer,Danny A. Abeckaser,Kosta Kondilopoulos,Action,R,92,3.8,,,,,,
603,The Magician's Elephant,Wendy Rogers,"Kate DiCamillo,Martin Hynes","Animation,Adventure,Comedy",PG,99,6.5,,,,,,
604,How I Learned to Fly,Simon Steuri,Simon Steuri,Drama,,104,9.6,,,,,,
605,Rescuing Christmas,Emily Moss Wilson,"Jim Head,Sarah Montana","Comedy,Drama,Romance",,84,,,,,,,
606,The Crime Is Mine,François Ozon,"François Ozon,Georges Berr,Philippe Piazzo","Comedy,Crime",,102,6.6,13.7,,10.264,10.264,,
607,Freddy's Fridays,Ben J. Williams,"Tom Carter,Charlie Carter",Horror,,77,3.5,,,,,,
608,Unlocked,Tae-joon Kim,"Akira Shiga,Tae-Joon Kim","Crime,Drama,Mystery",TV-MA,117,6.4,,,,,,
609,Crater,Kyle Patrick Alvarez,John Griffin,"Adventure,Drama,Sci-Fi",PG,105,5.3,53.4,,,,,
610,Transfusion,Matt Nable,Matt Nable,"Action,Crime,Drama",R,106,5,,,0.095,0.095,,
611,Tejas,Sarvesh Mewara,Sarvesh Mewara,"Action,Drama,Thriller",,112,6.9,,,0.042,0.042,,
612,The Three Musketeers,Bill Thomas,"Bill Thomas,Dean Lines,Ray Bogdanovich","Action,Adventure",,99,1.8,,,0.031,0.031,,
613,Superpower,"Sean Penn,Aaron Kaufman",Volodymyr Zelenskyy,Documentary,,115,5.7,,,,,,
614,The Re-Education of Molly Singer,Andy Palmer,"Todd M. Friedman,Kevin Haskin",Comedy,R,2,6.6,,,,,,
615,Anselm,Wim Wenders,,Documentary,,93,7.2,,,0.658,0.658,,
616,Lego Marvel Avengers: Code Red,Ken Cunningham,"Eugene Son,Harrison Wilcox","Animation,Action,Adventure",TV-G,46,5.3,,,,,,
617,Cocaine Shark,Mark Polonia,Bando Glutz,"Crime,Drama,Horror",Unrated,76,1.9,,,,,,
618,AIMEE: The Visitor,Charles Band,"Neal Marshall Stevens,Charles Band","Horror,Sci-Fi,Thriller",Not Rated,69,4.7,,,,,,
619,BRZRKR,,"Keanu Reeves,Mattson Tomlin,Matt Kindt","Action,Adventure,Drama",Not Rated,69,,,,,,,
620,Milli Vanilli,Luke Korem,,"Documentary,Biography,Music",TV-MA,106,7.5,,,,,,
621,Cade: The Tortured Crossing,Neil Breen,Neil Breen,"Mystery,Sci-Fi,Thriller",,96,7.4,,,,,,
622,Clock,Alexis Jacknow,Alexis Jacknow,"Drama,Horror,Thriller",,91,5,,,,,,
623,I.S.S.,Gabriela Cowperthwaite,Nick Shafir,"Sci-Fi,Thriller",R,95,7.1,,,,,,
624,Late Night with the Devil,"Cameron Cairnes,Colin Cairnes","Colin Cairnes,Cameron Cairnes",Horror,,86,7.5,,,,,,
625,Faraway,Vanessa Jopp,"Jane Ainscough,Alex Kendall","Comedy,Drama,Romance",TV-MA,109,6.7,,,,,,
626,Darkness of Man,James Cullen Bressack,"James Cullen Bressack,Alethea Hnatko-Cho,Jean-Claude Van Damme","Action,Thriller",R,109,9.6,,,,,,
627,A Tourist's Guide to Love,Steven K. Tsuchida,Eirene Donohue,"Adventure,Comedy,Romance",TV-PG,94,5.7,,,,,,
628,Sakra,"Donnie Yen,Ka-Wai Kam","Chen Li,Louis Cha,He Ben","Action,Adventure",R,130,5.7,,,0.729,0.729,,
629,Tripped Up,Shruti Ganguly,"Cristina Catanzaro,Carrie Shaw",Comedy,,96,6,,,,,,
630,Doctor Jekyll,Joe Stephenson,Dan Kelly-Mulhern,"Drama,Horror,Mystery",,90,5.1,,,0.022,0.022,,
631,The Lesson,Alice Troughton,Alex MacKeith,Thriller,R,103,6.4,,0.311,0.546,0.857,07.09.2023,0.167
632,Night Train,Shane Stanley,CJ Walley,"Action,Thriller",PG-13,95,3.7,,,,,,
633,Hell House LLC Origins: The Carmichael Manor,Stephen Cognetti,Stephen Cognetti,"Horror,Mystery",,98,6.2,,,,,,
634,To Catch a Killer,Damián Szifron,"Jonathan Wakeham,Damián Szifron","Action,Crime,Drama",R,119,6.6,,,3.103,3.103,,
635,The Great Escaper,Oliver Parker,William Ivory,Drama,,96,7,,,6.542,6.542,,
636,A Million Miles Away,Alejandra Márquez Abella,"Bettina Gilois,Alejandra Márquez Abella,Hernán Jiménez","Biography,Drama",PG,121,7.3,,,,,,
637,Kannur Squad,Roby Varghese Raj,"Rony David,Muhammed Shafi","Action,Crime,Drama",,161,7.9,,,1.982,1.982,,
638,Sly,Thom Zimny,Aidin Sayar Sarie,"Documentary,Biography",R,95,7,,,,,,
639,Teri Meri Kahaniyaan,"Nadeem Baig,Nabeel Qureshi,Marina Khan","Fizza Ali Meerza,Ali Abbas Naqvi,Vasay Chaudhry","Comedy,Drama,Horror",,134,7,,,0.054,0.054,,
640,The Surfer,Lorcan Finnegan,Thomas Martin,Thriller,,134,,,,,,,
641,Her: Chapter 1,Sreedhar Swaraghav,Sreedhar Swaraghav,"Crime,Drama,Thriller",,103,7.2,,,,,,
642,Un Amor,Isabel Coixet,"Isabel Coixet,Laura Ferrero,Sara Mesa","Drama,Romance",,129,7.1,,,0.621,0.621,,
643,The Buckingham Murders,Hansal Mehta,"Kashyap Kapoor,Raghav Raj Kakker,Aseem Arrora",Thriller,,110,7.6,,,,,,
644,The Prince of Egypt: Live from the West End,"Brett Sullivan,Scott Schwartz",Philip LaZebnik,"Drama,Musical",,144,7.9,,,0.305,0.305,,
645,Mummies,Juan Jesús García Galocha,"Javier López Barreira,Jordi Gasull","Animation,Adventure,Comedy",PG,88,5.9,,4.276,54.376,58.652,02.26.2023,0.422
646,Congrats My Ex!,Prueksa Amaruji,"Vikram Yashpal Malhotra,Vikram Malhotra,Prueksa Amaruji","Comedy,Romance",,98,6.6,3,,,,,
647,Dream Girl 2,Raaj Shaandilyaa,"Raaj Shaandilyaa,Naresh Kathooria","Comedy,Drama,Romance",,134,5.2,,,0.617,0.617,,
648,The Portrait,Simon Ross,David Griffiths,"Horror,Mystery,Thriller",R,86,9.2,,,,,,
649,The List,Melissa Miller Costanzo,"Rob Lederer,Steve Vitolo",Comedy,R,97,5.3,,,,,,
650,Friday the 13th: The Awakening,Oktober Layne,"Oktober Layne,Jeff Lee Spencer",Horror,,64,6.2,0.01,,,,,
651,Devil's Peak,Ben Young,"Robert Knott,David Joy","Adventure,Crime,Drama",,97,5.1,,,,,,
652,Darker Shades of Summer,Ntiarna Xavier Knight,"Scott Chambers,Craig McLearie","Romance,Thriller",,80,3.1,,,,,,
653,That's a Wrap,Marcel Walz,"Robert L. Lucas,Joe Knetter",Horror,,94,5.5,,,,,,
654,Better Man,Michael Gracey,"Oliver Cole,Simon Gleeson,Michael Gracey","Biography,Music",,,6.7,,,0.005,0.005,,
655,Nunta pe bani,Cristian Ilisuan,"Mircea Popa,Cristi Ciui,Cristian Ilisuan",Comedy,,96,7.7,,,1.941,1.941,,
656,Chor Nikal Ke Bhaga,Ajay Singh,"Amar Kaushik,Raj Kumar Gupta,Siraj Ahmed","Crime,Drama,Thriller",TV-MA,110,7.4,,,,,,
657,The Perfect Find,Numa Perrier,"Tia Williams,Leigh Davenport","Comedy,Drama,Romance",TV-MA,99,5.2,,,,,,
658,Love in Taipei,Arvin Chen,"Mackenzie Dohr,Charlie Oh,Abigail Hing Wen","Comedy,Romance",TV-14,92,5.7,,,,,,
659,Mercy,Tony Dean Smith,Alex Wright,Action,R,85,4.7,5,,,,,
660,Darkland: The Return,Fenar Ahmad,"Behrouz Bigdeli,Fenar Ahmad","Action,Thriller",Not Rated,110,6.5,2.8,,,,,
661,Limbo,Ivan Sen,Ivan Sen,"Crime,Drama,Mystery",,108,6.1,,,0.218,0.218,,
662,Woman of the Hour,Anna Kendrick,Ian MacAllister McDonald,"Crime,Drama,Mystery",,89,7.8,,,,,,
663,The Childe,Park Hoon-jung,Park Hoon-jung,"Action,Drama,Thriller",,118,6.9,,0.102,5.992,6.094,07.02.2023,0.077
664,Shepherd,Aaron Inman,Aaron Inman,Drama,,,,0.02,,,,,
665,The Psychopath Life Coach,Chris Hardman,Matt Hookings,Documentary,16+,87,2,1.8,,,,,
666,Close Your Eyes,Víctor Erice,"Víctor Erice,Michel Gaztambide",Drama,,169,7.6,,,0.647,0.647,,
667,Satyaprem Ki Katha,Sameer Vidwans,Karan Shrikant Sharma,"Comedy,Drama,Musical",,146,7.2,,,3.846,3.846,,
668,Cobweb,Jee-woon Kim,"Jee-woon Kim,Yeon-Shick Shin","Comedy,Drama,History",,135,7,,,0.034,0.034,,
669,Theater Camp,"Nick Lieberman,Molly Gordon","Noah Galvin,Nick Lieberman,Molly Gordon",Comedy,PG-13,92,7,,4.01,4.406,8.416,07.16.2023,0.301
670,Pippa,Raja Menon,"Tanmay Mohan,Balram Singh Mehta,Raja Menon","Action,Drama,History",,139,6.2,,,,,,
671,57 Seconds,Rusty Cundieff,"Macon Blair,Rusty Cundieff,E.C. Tubb","Sci-Fi,Thriller",R,99,5.3,,,0.365,0.365,,
672,The Family Plan,Simon Cellan Jones,David Coggeshall,"Action,Comedy",PG-13,118,,,,,,,
673,Bholaa,Ajay Devgn,"Ankush Singh,Lokesh Kanagaraj,Aamil Keeyan Khan","Action,Adventure,Crime",Not Rated,144,5.9,500,,0.138,0.138,,
674,Max Lucado's Because of Bethlehem,Steve Gilreath,,,,,,,,,,,
675,Apocalypse Clown,George Kane,"George Kane,Shane O'Brien,Demian Fox",Comedy,,102,5.5,,,0.012,0.012,,
676,Fear,Deon Taylor,"Deon Taylor,John Ferry",Horror,R,98,3.6,,2.09,2.09,4.18,01.29.2023,1.228
677,Ala Ninnu Cheri,Maresh Shivan,Maresh Shivan,"Action,Romance",,158,8.7,,,,,,
678,Showdown at the Grand,Orson Oblowitz,Orson Oblowitz,"Action,Comedy",,92,5.3,1.5,,,,,
679,Black Lotus,Todor Chapkanov,Tad Daggerhart,"Action,Thriller",,90,4.2,,,0.781,0.781,,
680,Goodbye Julia,Mohamed Kordofani,Mohamed Kordofani,Drama,,2,7.9,,,0.065,0.065,,
681,Soulmate,Young-Keun Min,"Yong-geun Min,Kang Hyun-joo","Drama,Romance",,124,7.5,,,2.472,2.472,,
682,Death of a Unicorn,Alex Scharfman,Alex Scharfman,"Comedy,Horror",,124,,,,,,,
683,Periodical,Lina Plioplyte,,Documentary,,93,8.2,,,,,,
684,Detective Knight: Independence,Edward Drake,"Edward Drake,Corey Large","Action,Crime,Thriller",R,91,3.4,2,,0.036,0.036,,
685,Salakab,Roman Perez Jr.,"Ruel Montañez,Roman Perez Jr.",Drama,,112,5.7,,,,,,
686,Sumotherhood,Adam Deacon,"Michael Vu,Adam Deacon,Jazzie Zonzolo","Comedy,Crime,Drama",,97,4.9,,,3.065,3.065,,
687,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,Haruo Sotozaki,"Koyoharu Gotouge,Ufotable","Animation,Action,Adventure",R,110,7.4,,10.118,56.119,66.237,03.05.2023,10.118
688,Sam Bahadur,Meghna Gulzar,"Bhavani Iyer,Meghna Gulzar,Shantanu Srivastava","Biography,Drama,War",,150,8.4,,,,,,
689,Custody,Venkat Prabhu,"Venkat Prabhu,Abburi Ravi","Action,Drama,Thriller",Not Rated,148,5.9,,,0.055,0.055,,
690,At Midnight,Jonah Feingold,"Jonah Feingold,Giovanni M. Porta,Maria Hinojos","Comedy,Romance",R,100,5.6,,,,,,
691,Reagan,Sean McNamara,"Jonas McCord,Howard Klausner","Biography,Drama,History",,,,25,,,,,
692,Andragogy,Wregas Bhanuteja,Wregas Bhanuteja,Drama,TV-14,110,8.3,,,,,,
693,Sewu Dino,Kimo Stamboel,"Khalid Kashogi,Agasyah Karim,SimpleMan",Horror,,121,6.1,18000,,,,,
694,Alien Invasion,Fred Searle,Craig McLearie,"Horror,Sci-Fi",,73,1.8,,,0.044,0.044,,
695,Simon,Diego Vicentini,Diego Vicentini,Drama,,99,8.2,,,,,,
696,Gumraah,Vardhan Ketkar,Magizh Thirumeni,"Action,Crime,Drama",Not Rated,130,6.5,,,0.094,0.094,,
697,Four Daughters,Kaouther Ben Hania,Kaouther Ben Hania,Documentary,Not Rated,107,7.4,,0.038,0.854,0.892,10.29.2023,0.005
698,King of Kotha,Abhilash Joshiy,Abhilash N. Chandran,"Action,Crime,Drama",,174,6.1,,,0.844,0.844,,
699,Love Reset,Da-Jung Nam,"Nam Dae-joong,Bang Gi-cheol","Comedy,Romance",,119,7.7,,,17.956,17.956,,
700,Dhruva Natchathiram Chapter 1: Yuddha Kaandam,Gautham Vasudev Menon,"Gautham Vasudev Menon,Deepak Venkateshan","Action,Thriller",,145,,,,0.001,0.001,,
701,Joan Baez I Am a Noise,"Karen O'Connor,Miri Navasky,Maeve O'Boyle",,"Documentary,Biography,Music",,113,7,,0.641,0.641,1.282,10.08.2023,0.021
702,Surprised by Oxford,Ryan Whitaker,"Ryan Whitaker,Carolyn Weber","Drama,Romance",Not Rated,107,6.6,,,0.025,0.025,,
703,Ru,Charles-Olivier Michaud,"Jacques Davidts,Kim Thúy,Charles-Olivier Michaud",Drama,,2,8.1,,,,,,
704,Bad Behaviour,Alice Englert,Alice Englert,"Comedy,Drama",,109,4.9,,,0.084,0.084,,
705,The Last Boy on Earth,"Luka Hrgovic,Dino Julius,Nicolás Onetti",Camilo Zaffora,"Adventure,Sci-Fi",,97,3.5,,,,,,
706,The Epidemic,"Manton Harding,Nigel Hartwell","Nigel Hartwell,Dakota House,Manton Harding","Action,Adventure,Crime",,95,6.5,0.8,,,,,
707,Seneca,Robert Schwentke,"Matthew Wilder,Robert Schwentke","Biography,Drama",,112,5,,,,,,
708,Ghoomer,R. Balki,"Rahul Sengupta,R. Balki,Rishi Virmani","Drama,Sport",,135,8,,,0.037,0.037,,
709,Muzzle,John Stalberg Jr.,"Carlyle Eubank,John Stalberg Jr.","Action,Crime,Thriller",,100,5.4,,0.008,0.008,0.016,10.01.2023,0.005
710,Monster,Kore-eda Hirokazu,Yûji Sakamoto,"Drama,Thriller",PG-13,126,8.1,,0.026,1.402,1.428,11.26.2023,0.026
711,Champions,Bobby Farrelly,"Mark Rizzo,Javier Fesser,David Marqués","Comedy,Drama,Sport",PG-13,124,6.8,,16.272,18.907,35.179,03.12.2023,5.149
712,American Fiction,Cord Jefferson,"Cord Jefferson,Percival Everett","Comedy,Drama",R,117,7.8,,,,,,
713,The Boys in the Boat,George Clooney,"Daniel James Brown,Mark L. Smith","Biography,Drama,Sport",PG-13,124,,,,,,,
714,Joy Ride,Adele Lim,"Adele Lim,Teresa Hsiao,Cherry Chevapravatdumrong",Comedy,R,95,6.4,,12.898,15.788,28.686,07.09.2023,5.806
715,Radical,Christopher Zalla,"Laura Guadalupe A,Christopher Zalla,Joshua Davis",Drama,PG-13,125,8.1,,7.955,19.591,27.546,11.05.2023,2.658
716,Destined 2: Christmas Once More,Brittany Wiscombe,Brittany Wiscombe,Family,,,6.6,,,,,,
717,Ride On,Larry Yang,Larry Yang,"Action,Comedy,Drama",,126,6.3,,0.129,36.259,36.388,04.09.2023,0.065
718,Spinning Gold,Timothy Scott Bogart,Timothy Scott Bogart,"Biography,Drama,Music",R,137,6,27,,0.066,0.066,,
719,Unseen,Yoko Okumura,"Salvatore Cardoni,Brian Rawlins","Horror,Thriller",,76,5.7,,,,,,
720,The Flood,Brandon Slagle,"Josh Ridgway,Chad Law","Action,Horror,Thriller",R,93,3.2,2,,,,,
721,The Good Half,Robert Schwartzman,Brett Ryland,"Comedy,Drama",,110,7.7,,,,,,
722,Battle Over Britain,Callum Burn,"Callum Burn,Andrew Burn",War,,80,,,,,,,
723,Killer Book Club,Carlos Alonso Ojea,,"Horror,Thriller",TV-MA,89,4.6,,,,,,
724,Walden,Mick Davis,Mick Davis,Thriller,,,8.4,,,,,,
725,Time Still Turns the Pages,Nick Cheuk,Nick Cheuk,Drama,,95,7.8,,,0.859,0.859,,
726,Big Shark,Tommy Wiseau,Tommy Wiseau,"Adventure,Mystery,Thriller",,105,5.8,,,0.004,0.004,,
727,Totem,Lila Avilés,Lila Avilés,Drama,,95,7.1,,,0.062,0.062,,
728,Iraivan,I. Ahmed,I. Ahmed,"Action,Crime,Drama",,154,4.6,,,0.053,0.053,,
729,UT69,Shahnawaz Ali,Vikram Bhatti,,,117,8.5,,,,,,
730,Among Wolves,Justin Lee,Justin Lee,War,,80,7.1,,,,,,
731,Gonzo Girl,Patricia Arquette,"Jessica Caldwell,Rebecca Thomas,Cheryl Della Pietra",Drama,,107,6.8,,,,,,
732,The Christmas Venue,Vincenzo Conrorio,,"Family,Romance",,84,5.1,,,,,,
733,A Perfect Christmas Pairing,Dave Thomas,Jenna Brister,Romance,,85,6.2,,,,,,
734,The Hammer,Jeff Beesley,"Karen Wyscarver,Sanford Golden","Biography,Crime,Drama",TV-PG,85,6.8,,,,,,
735,Robot Dreams,Pablo Berger,"Pablo Berger,Sara Varon","Animation,Drama,Music",,102,7.7,,,0.002,0.002,,
736,Zara Hatke Zara Bachke,Laxman Utekar,"Ramiz Ilham Khan,Maitrey Bajpai","Comedy,Drama,Family",Not Rated,132,6.5,,,0.741,0.741,,
737,Mighty Morphin Power Rangers: Once & Always,Charlie Haskell,"Alwyn Dale,Becca Barnes,Haim Saban","Action,Adventure,Family",TV-Y7-FV,55,5.7,,,,,,
738,Smugglers,Seung-wan Ryu,"Kim Jung Youn,Cha-won Choi,Seung-wan Ryu","Action,Crime",,129,6.4,,,36.825,36.825,,
739,Confessions,Carlos Carrera,Alberto Chimal,Thriller,,97,7,,,1.184,1.184,,
740,The Lost Boys,Zeno Graton,"Maarten Loix,Clara Bourreau,Zeno Graton",Drama,,83,6.9,,,0.013,0.013,,
741,Family Switch,McG,"Adam Sztykiel,Amy Krouse Rosenthal,Victoria Strouse","Comedy,Family",PG,101,5.8,,,,,,
742,Creed III,Michael B. Jordan,"Ryan Coogler,Keenan Coogler,Zach Baylin","Drama,Sport",PG-13,116,6.8,75,156.249,275.249,431.498,03.05.2023,58.37
743,Sandwich,Jao Daniel Elamparo,"Reynold Giba,Brillante Mendoza","Drama,Romance,Thriller",,92,4.9,,,,,,
744,Magazine Dreams,Elijah Bynum,Elijah Bynum,Drama,,124,6.8,,,,,,
745,Project Eerie,Ricky Umberger,Ricky Umberger,Horror,,76,4.2,,,,,,
746,Club Zero,Jessica Hausner,"Jessica Hausner,Géraldine Bajard","Comedy,Drama,Thriller",,110,6,,,0.055,0.055,,
747,When It Melts,Veerle Baetens,"Maarten Loix,Veerle Baetens,Lize Spit",Drama,,111,7.5,,,0.161,0.161,,
748,Legion of Super-Heroes,Jeff Wamester,Josie Campbell,"Animation,Action,Sci-Fi",PG-13,83,5.8,,,,,,
749,12.12: The Day,,,"Drama,History",,141,8.2,,,14.169,14.169,,
750,One Ranger,Jesse V. Johnson,Jesse V. Johnson,"Action,Thriller",R,95,5.2,,,0.028,0.028,,
751,The Settlers,Felipe Gálvez Haberle,"Felipe Gálvez Haberle,Antonia Girardi,Mariano Llinás","Crime,Drama,History",,97,7.1,,,,,,
752,Monster Inside: America's Most Extreme Haunted House,Andrew Renzi,,"Documentary,Crime,Horror",,87,5.5,,,,,,
753,Quasi,Kevin Heffernan,"Jay Chandrasekhar,Kevin Heffernan,Steve Lemme","Comedy,Drama",R,99,5.3,,,,,,
754,Mixed by Erry,Sydney Sibilia,"Sydney Sibilia,Simona Frasca,Armando Festa","Comedy,History",TV-MA,110,7.1,8.5,,1.12,1.12,,
755,Vincent Must Die,Stéphan Castang,Mathieu Naert,"Comedy,Drama,Fantasy",,115,6.7,,,0.149,0.149,,
756,Black Flies,Jean-Stéphane Sauvaire,"Ben Mac Brown,Shannon Burke,Ryan King","Drama,Thriller",R,2,6.2,,,,,,
757,#Manhole,Kazuyoshi Kumakiri,Michitaka Okada,"Drama,Thriller",,99,5.9,,,0.017,0.017,,
758,Crypto Boy,Shady El-Hamus,"Jeroen Scholten van Aschat,Shady El-Hamus",Drama,TV-MA,103,5.7,,,,,,
759,Blood for Dust,Rod Blackhurst,"Rod Blackhurst,David Ebeltoft","Action,Crime,Thriller",R,98,7.5,,,,,,
760,The Inseparables,Jérémie Degruson,"Bob Barlen,Cal Brunker,Joel Cohen","Animation,Family",,90,7,,,0.672,0.672,,
761,Sniper: G.R.I.T. - Global Response & Intelligence Team,Oliver Thompson,Oliver Thompson,Action,R,93,4.8,,,,,,
762,Just the Two of Us,Valérie Donzelli,"Audrey Diwan,Valérie Donzelli,Éric Reinhardt","Drama,Thriller",,105,6.6,5.83,,5.021,5.021,,
763,Day of the Fight,Jack Huston,Jack Huston,"Drama,Sport",,105,7.7,,,,,,
764,Kensuke's Kingdom,"Kirk Hendry,Neil Boyle","Michael Morpurgo,Frank Cottrell Boyce","Animation,Adventure",,85,7.8,,,,,,
765,The Taste of Christmas,Alejandro Lozano,Jose Tamez,"Comedy,Drama",,100,7,,,,,,
766,Do Not Expect Too Much of the End of the World,Radu Jude,Radu Jude,Comedy,,163,7.5,,,,,,
767,Go West,"Stephen Meek,Jeremy Warner","Mallory Everton,Whitney Call,Adam Berg","Comedy,Western",,90,6.6,,0.34,0.34,0.68,07.23.2023,0.05
768,Half Sisters,Devin Fei-Fan Tau,"J. Alexander Johnson,Joe Leone","Horror,Thriller",,78,3.4,,,,,,
769,The Delinquents,Rodrigo Moreno,Rodrigo Moreno,"Comedy,Crime,Drama",Unrated,189,7,,0.042,0.05,0.092,10.22.2023,0.009
770,Fireworks,Giuseppe Fiorello,"Giuseppe Fiorello,Andrea Cedrola","Drama,Romance",,134,7.4,,,1.349,1.349,,
771,Wil,Tim Mielants,"Carl Joos,Jeroen Olyslaegers,Tim Mielants","Drama,History,War",,110,7.6,,,,,,
772,Quicksand,Andres Beltran,Matt Pitts,Thriller,,86,4.3,,,0.027,0.027,,
773,Once Upon a Crime,Yûichi Fukuda,"Yûichi Fukuda,Aito Aoyagi,Tetsurô Kamata","Adventure,Comedy,Crime",TV-14,107,5.2,,,,,,
774,Dark Asset,Michael Winnick,"Michael Winnick,Terri Farley-Teruel","Action,Thriller",R,90,4,,,,,,
775,Self Reliance,Jake Johnson,Jake Johnson,"Comedy,Thriller",R,85,7.2,,,,,,
776,A Disturbance in the Force,"Steve Kozak,Jeremy Coon",,"Documentary,History",,85,7.5,,,,,,
777,"20,000 Species of Bees",Estibaliz Urresola Solaguren,Estibaliz Urresola Solaguren,Drama,,128,6.8,,,0.999,0.999,,
778,Lust Stories 2,"Amit Ravindernath Sharma,Sujoy Ghosh,R. Balki","Sujoy Ghosh(segment Sex with Ex),Sujoy Ghosh,Rishi Virmani(segment Made For Each Other),Rishi Virmani,R. Balki,R. Balki(segment Made For Each Other)","Drama,Romance",TV-MA,132,6.5,,,,,,
779,Spy x Family Code: White,Kazuhiro Furuhashi,"Ichirô Ôkouchi,Tatsuya Endo","Animation,Action,Comedy",,,,,,,,,
780,The Plus One,Erik White,"Austin Highsmith Garces,Brendan Bradley","Comedy,Romance",PG-13,94,3.7,,,,,,
781,Make Me Believe,"Evren Karabiyik Günaydin,Murat Saraçoglu",Selen Bagci,"Comedy,Romance",TV-14,104,5.6,,,,,,
782,Triangle Park,Allen Farst,Allen Farst,Drama,,,9.4,,,,,,
783,Lords of War,Andrew Niccol,Andrew Niccol,"Crime,Thriller",,,,,,,,,
784,800,M.S. Sripathy,"M.S. Sripathy,Shehan Karunatilaka","Biography,Sport",,158,8.9,,,0.009,0.009,,
785,Baby Shark's Big Movie!,Alan Foreman,Whitney Ralls,"Animation,Adventure,Comedy",TV-G,78,6.6,,,,,,
786,Gray Matter,Meko Winbush,Philip Gelatt,"Drama,Sci-Fi,Thriller",TV-14,87,4.9,,,,,,
787,Heart of a Champion,Brad Keller,Lisa Chapman,"Drama,Family",PG,86,6.7,,,0.028,0.028,,
788,I Don't Expect Anyone to Believe Me,Fernando Frias,"Fernando Frias,Maria Camila Arias,Juan Pablo Villalobos","Comedy,Thriller",TV-MA,117,5.8,,,,,,
789,Forgotten Love,Michal Gazda,"Marcin Baczynski,Mariusz Kuczewski,Tadeusz Dolega-Mostowicz","Drama,Romance",TV-MA,140,7.5,,,,,,
790,Ruby Gillman: Teenage Kraken,"Faryn Pearl,Kirk DeMicco","Pam Brady,Brian C. Brown,Elliott DiGuiseppi","Animation,Action,Adventure",PG,91,5.7,70,15.754,45.525,61.279,07.02.2023,5.501
791,The Retirement Plan,Tim Brown,Tim Brown,"Action,Comedy,Crime",R,103,5,,,0.006,0.006,,
792,Love Again,Jim Strouse,"Sofie Cramer,Andrea Willson,Jim Strouse","Comedy,Drama,Romance",PG-13,104,5.9,,6.231,12.697,18.928,05.07.2023,2.381
793,What Happens Later,Meg Ryan,"Meg Ryan,Kirk Lynn,Steven Dietz","Comedy,Romance",R,103,5,,3.274,3.332,6.606,11.05.2023,1.523
794,It's a Wonderful Knife,Tyler MacIntyre,Michael Kennedy,"Comedy,Horror,Mystery",R,87,5.6,,0.811,0.825,1.636,11.12.2023,0.599
795,Last Sentinel,Tanel Toom,Malachi Smyth,"Drama,Sci-Fi,Thriller",,117,5,,,0.144,0.144,,
796,The Long Game,Julio Quintana,"Paco Farias,Humberto G. Garcia,Jennifer C. Stetson","Drama,History",,106,9.2,,,,,,
797,The Hive,Jared Allmond,Jared Allmond,"Horror,Sci-Fi,Thriller",,86,3.2,,,,,,
798,Sweetwater,Martin Guigui,Martin Guigui,"Biography,Drama,Sport",PG-13,118,6,8,0.542,0.542,1.084,04.16.2023,0.351
799,Ölümlü Dünya 2,Ali Atay,"Feyyaz Yigit,Aziz Kedi,Ali Atay",Comedy,,,8.1,,,,,,
800,The First Day of My Life,Paolo Genovese,"Paolo Genovese,Isabella Aguilar,Paolo Costella","Comedy,Drama,Fantasy",,121,6.7,8.37,,2.724,2.724,,
801,It Be an Evil Moon,Ben Etchells,Ben Etchells,"Comedy,Horror",,84,3.7,,,,,,
802,Gold Brick,Jérémie Rozan,"Victor Rodenbach,Jérémie Rozan","Comedy,Drama",TV-MA,95,6.1,,,,,,
803,Air Mata Di Ujung Sajadah,Key Mangunsong,"Ronny Irawan,Titien Wattimena",Drama,,105,7.2,,,,,,
804,To End All War: Oppenheimer & the Atomic Bomb,Christopher Cassel,,Documentary,,87,7.4,,,,,,
805,Bloody Daddy,Ali Abbas Zafar,"Ali Abbas Zafar,Aditya Basu","Action,Crime,Drama",,121,6.6,,,,,,
806,Antigang: La Relève,Benjamin Rocher,"Benjamin Rocher,Bertrand Soulier","Action,Comedy,Thriller",,90,5.4,,,,,,
807,My Animal,Jacqueline Castel,Jae Matthews,"Horror,Romance",R,100,4.9,,,,,,
808,A New Breed of Criminal,Richard John Taylor,Steve Wraith,Crime,,88,3.1,,,,,,
809,Next Goal Wins,Taika Waititi,,Comedy,,104,6,,,,,,
810,The Deep Dark,Mathieu Turi,Mathieu Turi,"Adventure,Horror",,103,6.1,,,0.213,0.213,,
811,Tu Jhoothi Main Makkaar,Luv Ranjan,"Luv Ranjan,Rahul Mody","Comedy,Romance",Not Rated,150,6,,2.504,4.036,6.54,03.12.2023,0.96
